case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment
Stainless Steel,Leather,Transparent,Stainless Steel with a Black Aluminium Top Ring showing Tachymeter Markings,Bell And Ross,MENS,Automatic,Luxury,15.25,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Oniss,WOMENS,Quartz,Dress,10.0,Scratch Resistant Mineral,Rose Gold-tone,Index,33.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gv2 By Gevril,MENS,Automatic,Luxury,16.0,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,50.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Arabic & Index,42.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Ceramic,Alexander,MENS,Automatic,Dive,13.5,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,42.0,200.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Casual,6.85,Scratch Resistant Sapphire,Silver-tone,Diamond,33.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Cartier,WOMENS,Quartz,Luxury,9.96,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,33.0,30.0,1
Stainless Steel,Stainless Steel and 18kt Rose Gold,Transparent See Through,18kt Rose Gold,Audemars Piguet,WOMENS,Automatic,Luxury,8.8,Scratch Resistant Sapphire,Rose Gold-tone,Index,34.0,50.0,3
Stainless Steel,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Diamond,40.0,100.0,3
18kt Everose Gold,18kt Everose Gold President,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Alternating Roman Numeral and Index,40.0,100.0,3
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Stainless Steel,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,36.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Casual,10.0,Scratch Resistant Mineral,Silver-tone,Index,40.0,50.0,0
18kt White Gold,Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Jaeger LeCoultre,MENS,Automatic,Luxury,13.2,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,4
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,7.0,Scratch Resistant Sapphire,Silver-tone Leaf-style,Index,42.0,50.0,0
Ceramic,Silicone,Solid,Stainless Steel set with Crystals,Akribos Xxiv,WOMENS,Quartz,Casual,13.0,Mineral with a Sapphire Coating,Silver-tone,Stick,34.0,10.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tudor,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone Leaf-style,Alternating Index and Arabic Numeral,39.0,100.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Movado,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,30.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel showing Drift Angle Calculator Markings,Hamilton,MENS,Automatic,Pilot,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,45.0,100.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Casual,7.3,Scratch Resistant Sapphire,Silver-tone,Index,33.0,30.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.9,Scratch Resistant Sapphire,Luminous Silver-tone,Index,46.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,40.0,50.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Mido,MENS,Automatic,Casual,9.1,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style,Roman Numeral,38.0,50.0,0
950 Platinum,950 Platinum,Skeleton,950 Platinum,Audemars Piguet,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,39.0,20.0,4
Stainless Steel,Stainless Steel,Solid,Crystal Set,Jivago,WOMENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Index,33.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black Ring,Orient,MENS,Automatic,Sport,13.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,43.0,200.0,0
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Christian Van Sant,MENS,Automatic,Fashion,13.0,Scratch Resistant Mineral,Black,Index,50.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Casual,11.0,Scratch Resistant Sapphire,Silver-tone and Blue,Index,42.0,50.0,0
18kt Rose Gold,Alligator,Transparent See Through,18kt Rose Gold,Chopard,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,36.0,30.0,1
18kt Rose Gold,Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Carl F. Bucherer,MENS,Automatic,Luxury,15.5,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral,46.0,50.0,3
Stainless Steel,Rubber,Solid,Stainless Steel with a Black Ceramic Top Ring,Oris,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,48.0,500.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,10.5,Flame Fusion,Luminous Silver-tone,Index,44.0,100.0,0
18kt Rose Gold,Alligator,Solid,18kt Rose Gold,Longines,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Roman Numeral,33.0,30.0,1
Ceramic,Ceramic,Solid,Ceramic,Versace,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral & Index,36.0,94.38815128863104,0
18kt Rose Gold,Alligator Leather,Skeleton,18kt Rose Gold,Chopard,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,44.0,100.0,2
Stainless Steel,Stainless Steel Rolex Oyster,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Lumninous Silver-tone,Index,36.0,100.0,2
Ceramic,Rubber,Solid,Ceramic,Bell And Ross,MENS,Automatic,Sport,9.65,Scratch Resistant Sapphire,Luminous,Index-Arabic Numeral,41.0,100.0,1
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold set with Diamonds,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Diamonds,31.0,100.0,3
18kt Rose Gold,Alligator,Transparent See Through,18kt Rose Gold,Patek Philippe,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Index,42.0,94.38815128863104,4
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,38.0,150.0,1
Stainless Steel,Canvas (Leather-backed),Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,12.0,Flame Fusion,Luminous Silver-tone,Arabic Numeral,46.0,100.0,0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel with a Black Ceramic Top Ring,Breitling,MENS,Automatic,Luxury,14.55,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Index,44.0,200.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,42.0,100.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Vacheron Constantin,WOMENS,Automatic,Luxury,11.13,Scratch Resistant Sapphire,Silver-tone,Index,37.0,150.0,2
Titanium,Rubber,Transparent See Through,Titanium,Breguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,40.0,100.0,2
Stainless Steel,Rubber,Solid,Stainless Steel with an inlaid Blue Ceramic Ring,Longines,MENS,Automatic,Dive,11.9,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,43.0,300.0,1
18kt White Gold,18kt White Gold,Transparent See Through,18kt White Gold,Audemars Piguet,MENS,Automatic,Luxury,8.1,Scratch Resistant Sapphire,Silver-tone,Index,39.0,50.0,4
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gucci,UNISEX,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,300.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Alternating Index and Arabic Numeral,39.0,100.0,1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Hamilton,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,100.0,1
18kt White Gold,Leather,Skeleton Transparent Exhibition See Through,18kt White Gold,Blancpain,MENS,Automatic,Luxury,13.3,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,40.0,100.0,3
18kt White Gold,Alligator Leather,Skeleton,18kt White Gold,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,44.0,20.0,4
18kt Yellow Gold Diamond Encrusted,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,26.0,100.0,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,16.0,Scratch Resistant Sapphire,Gunmetal,Index,43.0,200.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Morphic,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Silver-tone,Index,47.0,100.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Victorinox,MENS,Automatic,Military,11.196182331158523,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,42.0,100.0,0
18kt Rose Gold,Alligator Leather,Skeleton,18kt Rose Gold,Audemars Piguet,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Black,Stick,42.0,20.0,4
Titanium,Titanium,Solid,Titanium,Seiko,MENS,Quartz,Casual,8.4,Scratch Resistant Sapphire,Luminous Grey Dauphine-style,Index,40.0,100.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Tudor,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamond,36.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Index,30.0,50.0,0
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Bell And Ross,MENS,Hand Wind,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,42.0,30.0,2
Stainless Steel and 18kt Everose Gold,Stainless Steel and 18kt Everose Gold Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Roman- Diamond Numeral,31.0,100.0,3
Stainless Steel,Rubber,Solid,Stainless Steel,Bell And Ross,MENS,Automatic,Dive,9.8,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,42.0,300.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,14.5,Flame Fusion,Luminous Silver-tone,Index,50.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Raymond Weil,WOMENS,Quartz,Dress,6.0,Scratch Resistant Sapphire,Silver-tone,Diamond,29.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,40.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Mido,MENS,Automatic,Dress,11.2,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,40.0,50.0,0
18kt Rose Gold,Rubber,Transparent,18kt Rose Gold,Patek Philippe,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold,Arabic Numeral,40.0,120.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Orient,MENS,Automatic,Dress,13.9,Scratch Resistant Mineral,Luminous Silver-tone,Dot,43.0,200.0,0
Stainless Steel,Satin,Solid,Stainless Steel,Glashutte Original,WOMENS,Quartz,Luxury,7.5,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,38.299275680421424,50.0,1
Stainless Steel,Stainless Steel Mesh,Transparent,Stainless Steel,Christian Van Sant,MENS,Automatic,Fashion,14.0,Scratch Resistant Mineral,Rose Gold-tone,Index,46.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Dress,9.5,Scratch Resistant Sapphire,Silver-tone Dauphine-style,Diamond,41.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,36.0,50.0,0
18kt White Gold,Alligator,Transparent See Through,Diamond Set 18kt White Gold,Breguet,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,28.0,30.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tag Heuer,MENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,200.0,1
Stainless Steel,Leather,Transparent,Stainless Steel with an inlaid Blue Aluminium Ring,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,300.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Hardlex,Luminous Black,Index,36.0,100.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Gevril,WOMENS,Quartz,Luxury,7.5,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,36.0,50.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Quartz,Dress,10.0,Scratch Resistant Mineral,Rose Gold-tone,Index,42.0,50.0,0
Stainless Steel,Stainless Steel and Everose Gold Oyster,Solid,Everose Gold set with Diamonds,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamond,31.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,42.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Index,32.0,50.0,0
Titanium,Rubber with a Black (Alligator) Leather Top,Transparent,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Orient,MENS,Automatic,Casual,12.0,Scratch Resistant Sapphire,Yellow Gold-tone,Index,42.0,50.0,0
Stainless Steel,Stainless Steel and 18kt Yellow Gold Oyster,Solid,18kt Yellow Gold set with Diamonds,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Roman Numeral,31.0,100.0,2
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,WOMENS,Eco-Drive,Dress,8.6,Scratch Resistant Mineral,Rose Gold-tone,Index-Roman Numeral,31.0,100.0,0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,34.0,30.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral & Index,43.0,200.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Raymond Weil,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Blue,Roman Numeral,39.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,16.46,Scratch Resistant Sapphire,Luminous Silver-tone,Index,45.0,300.0,1
Stainless Steel/18k White Gold,Stainless Steel Rolex Oyster,Screw-down,Stainless Steel,Rolex,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman-Diamond Numeral,31.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Dress,10.55,Scratch Resistant Mineral,Luminous Silver-tone,Alternating Index and Arabic Numeral,42.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Casual,8.45,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,50.0,0
Stainless Steel,Rubber,Solid,Ceramic,Doxa,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,44.0,300.0,1
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Ball,MENS,Automatic,Sport,13.0,Scratch Resistant Sapphire,Silver-tone,Index,40.0,300.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,37.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,MENS,Quartz,Casual,7.47,Scratch Resistant Sapphire,Silver-tone,Index,42.0,30.0,0
Stainless steel,Leather,Solid,Stainless steel,Rebel,WOMENS,Quartz,Casual,12.0,Mineral w/ Sapphire Coating,Silver-tone,Arabic Numeral and Index,40.0,50.0,0
Ceramic,Leather,Skeleton,Ceramic,Panerai,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous,Stick,48.0,100.0,4
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Audemars Piguet,MENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Silver-tone,Index,38.0,50.0,3
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Casual,9.0,Scratch Resistant Mineral,Rose Gold-tone,Index,40.0,10.0,0
Stainless Steel,Silicone,Solid,Stainless Steel,Orient,MENS,Automatic,Casual,13.2,Scratch Resistant Sapphire,Luminous Gunmetal,Dot,45.0,200.0,0
Alloy,Alloy,Solid,Alloy,Elevon,MENS,Quartz,Casual,10.0,Scratch Resistant Mineral,Silver-tone,Arabic Numeral,42.0,50.0,0
18kt Pink Gold,18kt Pink Gold,Solid,18kt Pink Gold,Audemars Piguet,MENS,Automatic,Dress,11.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,38.0,50.0,4
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Silver-tone,Diamond,35.0,50.0,0
Stainless Steel,Stainless Steel with 18kt Yellow Gold Links,Solid,18kt Yellow Gold,Omega,WOMENS,Automatic,Luxury,9.0,Scratch Resistant Sapphire,Yellow Gold-tone Dauphine-style,Index,32.0,30.0,1
18kt Yellow Gold,Leather,Solid,Diamond Set 18kt Yellow Gold,Breguet,WOMENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Black,Roman Numeral,25.0,30.0,2
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral & Index,37.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,26.0,100.0,1
18kt Rose Gold,Leather,Transparent See Through,Ceramic,Blancpain,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,45.0,300.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,30.0,30.0,0
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Blue,Index,42.0,30.0,1
Stainless Steel,Genuine Leather,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,15.5,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,44.0,50.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Seiko,MENS,Automatic,Casual,11.0,Scratch Resistant Hardlex,Luminous Yellow Gold-tone,Index,37.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,12.5,Scratch Resistant Mineral,Gold-tone,Index-Arabic Numeral,50.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Dress,5.0,Sapphire Glass,Silver-tone,Index,42.0,50.0,0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Zenith,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,100.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Adee Kaye,MENS,Automatic,Casual,14.0,Scratch Resistant Mineral,Silver-tone,Roman Numeral,43.0,50.0,0
Platinum,Alligator Leather,Skeleton,Platinum,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue Alpha-style shape,Arabic Numeral,47.0,20.0,3
High-Tech Ceramic,High-Tech Ceramic,Solid,High-Tech Ceramic,Rado,UNISEX,Automatic,Sport,9.7,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,50.0,1
Alloy,Stainless Steel,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,12.75,Scratch Resistant Mineral,Luminous Rose Gold-tone Dauphine-style,Roman Numeral,48.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black Ceramic Ring,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,41.0,300.0,2
18kt Rose Gold,(Alligator) Leather,Transparent,18kt Rose Gold,Piaget,WOMENS,Hand Wind,Luxury,6.3,Scratch Resistant Sapphire,Gold-toned,Index,34.0,30.0,2
Stainless Steel,Leather,Transparent,Stainless Steel,Omega,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,1
Composite Metal,Leather,Solid,Composite Metal,August Steiner,WOMENS,Quartz,Casual,7.4,Scratch Resistant Hardlex,Blue Leaf-style shape,Baguette Crystal,36.0,30.0,0
