case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price
Stainless Steel,Alligator,Transparent See Through,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,40.0,30.0,3680.0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,30.0,6275.0
Stainless Steel,Rubber,Solid,Stainless Steel with a Blue Ceramic Ring,Longines,MENS,Automatic,Sport,12.9,Scratch Resistant Sapphire,Silver-tone,Index,41.0,300.0,1995.0
Stainless Steel & 18k Rose Gold,Satin,Solid,Stainless Steel,Glashutte Original,WOMENS,Quartz,Luxury,7.5,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,31.0,50.0,3550.0
18kt Rose Gold,Rubber,Transparent,18kt Rose Gold,Ulysse Nardin,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Rose Gold-tone Spade-shape,Roman Numeral,43.0,100.0,24670.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel With an inlaid Black Ring,Citizen,MENS,Quartz,Dress,11.6,Scratch Resistant Mineral,Luminous Black,Index,44.0,100.0,129.0
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Rolex Jubilee,Solid,Diamond Set,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Roman Numeral,36.0,100.0,24495.0
18kt Everose Gold,Oysterflex,Solid,Ceramic,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamonds,40.0,100.0,53475.0
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Gevril,WOMENS,Quartz,Luxury,9.5,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral,32.0,50.0,968.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Blancpain,MENS,Automatic,Luxury,11.04,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,40.0,30.0,23010.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,15.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,1608.0
Stainless Steel,Leather,Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,12.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,167.44
Composite Metal,Silicone,Solid,Composite Metal with a Tortoise-shell Inlay,August Steiner,WOMENS,Quartz,Fashion,10.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,36.0,30.0,53.1
(Polished) Titanium,Leather,Transparent,18kt Rose Gold,Hublot,MENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,50.0,8775.0
Alloy,Leather,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,12.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,42.0,50.0,150.0
18kt White Gold,18kt White Gold,Transparent See Through,18kt White Gold,Audemars Piguet,UNISEX,Automatic,Sport,10.0,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,50.0,258750.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Casual,12.5,Scratch Resistant Mineral,Luminous Black,Index,43.0,200.0,319.0
Stainless Steel,Leather,Solid,Stainless Steel,Longines,MENS,Quartz,Dive,15.15,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral and Index,38.299275680421424,300.0,880.0
18kt Rose Gold,Leather,Solid,Diamond Set,Audemars Piguet,WOMENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Gold-toned,Diamond,33.0,20.0,71650.0
Stainless Steel,(Alligator) Leather,Solid,18kt Rose Gold,Cartier,UNISEX,Quartz,Luxury,7.0,Scratch Resistant Sapphire,Blue,Arabic Numeral,31.0,30.0,5695.0
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.5,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,30.0,30.0,325.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Yellow Gold-tone,Index,43.0,200.0,1453.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.196182331158523,Flame Fusion,Blue,Index,44.0,50.0,76.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Swarovski,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,35.0,50.0,200.0
Stainless Steel,Stainless Steel,Solid,Diamond Set,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,31.0,100.0,6785.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Alexander,MENS,Quartz,Dress,9.0,Scratch Resistant Sapphire,Black,Roman Numeral & Index,42.0,50.0,773.0
18kt Rose Gold,Alligator Leather,Transparent,18kt Rose Gold,Vacheron Constantin,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-Tone,Index,39.0,30.0,38930.0
18kt White Gold,18kt White Gold,Solid,18kt White Gold,Rolex,UNISEX,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,100.0,39773.0
Base Metal,Base Metal Twist,Snap Down,Base Metal,Akribos Xxiv,WOMENS,Quartz,Dress,12.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Diamond-set Index,38.0,10.0,61.99
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Orient,MENS,Automatic,Dress,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,39.0,100.0,399.0
18kt Rose Gold,(Alligator) Leather,Transparent,18kt Rose Gold set with 72 Diamonds,Piaget,MENS,Automatic,Luxury,6.36,Scratch Resistant Sapphire,Black,Index,40.0,30.0,22250.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Pilot,15.5,Flame Fusion,Silver-tone Skeleton,Arabic Numeral,50.0,100.0,79.0
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Breed,MENS,Quartz,Sport,12.0,Scratch Resistant Mineral,Silver-tone,Index,43.0,50.0,109.99
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Oyster,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Everose Gold,Index,41.0,100.0,15950.0
Stainless Steel,Leather,Transparent,Stainless Steel,Bulova,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,30.0,399.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Akribos Xxiv,MENS,Quartz,Dive,25.0,Mineral with Sapphire coating,Luminous Silver-tone,Dot,47.0,1000.0,138.99
Stainless Steel,Rubber with a Blue (Alligator) Leather,Transparent,Stainless Steel,Hublot,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Luminous Silver-tone Skeleton,Index,44.0,100.0,11560.0
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Rose Gold-tone,Index,41.0,50.0,389.99
18kt Rose Gold,Alligator,Transparent See Through,18kt Rose Gold,Blancpain,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,40.0,30.0,15000.0
18kt White Gold,(Alligator) Leather,Transparent,18kt White Gold set with Diamonds,Girard Perregaux,MENS,Automatic,Luxury,8.0,Scratch Resistant Sapphire,Silver-tone,Diamond,38.0,30.0,17325.0
Stainless Steel,Leather,Transparent See Through,Diamond Set Stainless Steel,IWC,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,37.0,50.0,9095.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,3.0,Scratch Resistant Sapphire,Gold-tone,Index,32.0,50.0,144.99
Stainless Steel,Canvas,Solid,Ceramic,Longines,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,300.0,1330.0
18kt Yellow Gold,18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Sticks,36.0,100.0,30005.0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Olivia Burton,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Rose Gold-tone,Index,30.0,10.0,88.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Quartz,Sport,11.196182331158523,Scratch Resistant Mineral,Black,Index-Arabic Numeral,32.0,30.0,259.0
Carbotech,Leather,Solid,Carbotech,Panerai,MENS,Automatic,Sport,18.4,Scratch Resistant Sapphire,Luminous Black,Index,47.0,100.0,18350.0
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,8.8,Scratch Resistant Mineral,Luminous Gold-tone,Alternating Arabic Numeral and Index,41.0,50.0,88.0
Stainless Steel,Stainless Steel,Skeleton Transparent Exhibition See Through,Stainless Steel,Carl F. Bucherer,MENS,Automatic,Luxury,15.5,Scratch Resistant Sapphire,Silver-tone,Index,46.0,50.0,9835.0
Stainless Steel,Leather,Transparent See Through,Stainless Steel,Omega,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,43.0,50.0,6195.0
Stainless Steel,Fabric,Solid,Stainless Steel,Seiko,MENS,Quartz,Sport,9.75,Scratch Resistant Mineral,Luminous Silver-tone,Index,40.0,100.0,114.0
Stainless Steel,Stainless Steel,Transparent,Tungsten,Gevril,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone,Index,43.0,300.0,1234.99
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Grand Seiko,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,5760.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Crystals,DKNY,WOMENS,Quartz,Dress,7.0,Scratch Resistant Mineral,Silver-tone,Crystal,26.0,50.0,78.3
Stainless Steel,Stainless Steel,Solid,Stainless Steel with Crystal Set,Citizen,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Gold-tone,Index,26.0,50.0,99.0
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,26.0,100.0,30095.0
Stainless Steel,Canvas,Skeleton,Stainless Steel,Oris,MENS,Automatic,Pilot,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,44.0,100.0,2705.0
Stainless Steel,Leather,Solid,Stainless Steel,Coach,WOMENS,Quartz,Dress,9.0,Scratch Resistant Mineral,Silver-tone Skeleton,Dot,36.0,30.0,179.99
Titanium,Rubber,Transparent,Titanium,Hublot,WOMENS,Automatic,Luxury,9.0,Scratch Resistant Sapphire,Silver-tone,Index,38.0,50.0,5250.0
18kt Rose Gold,Alligator Leather,Transparent,18kt Rose Gold,Jaquet Droz,MENS,Automatic,Luxury,11.52,Scratch Resistant Sapphire,Blue-toned,Roman Numerals,39.0,30.0,14250.0
18kt White Gold,(Alligator) Leather,Transparent,18kt White Gold,Chopard,MENS,Automatic,Luxury,9.66,Scratch Resistant Sapphire,Silver-tone Leaf-style,Roman Numeral,38.0,30.0,9850.0
Gold,Leather,Solid,Gold,Omega,WOMENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Diamond,32.0,30.0,7575.0
Stainless steel,Leather,Solid,Stainless steel,Rebel,WOMENS,Quartz,Casual,7.0,Mineral w/ Sapphire Coating,Gold-tone,Index,25.0,50.0,299.99
18kt Yellow Gold Diamond Encrusted,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Roman Numeral,26.0,100.0,32015.0
Stainless Steel,(Cowhide) Leather,Transparent,Stainless Steel,Nomos,WOMENS,Automatic,Luxury,6.9,Scratch Resistant Sapphire,Silver-tone Stick-style,Alternating Arabic Numeral and Index,35.0,30.0,2645.0
Stainless Steel,Calfskin leather,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Sport,15.2,Scratch Resistant Sapphire,Silver-tone,Index,44.0,300.0,3995.0
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,7.0,Scratch Resistant Mineral,Black,Index,38.0,50.0,125.0
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,11.5,Scratch Resistant Mineral,Silver-tone,Index,42.0,50.0,389.99
Stainless Steel,Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Corum,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,3795.0
Texalium,Rubber & Schedoni Leather with countersunk studs,Transparent,Texalium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral and Index,45.0,100.0,15795.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Alpina,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Silver-tone,Index,41.0,50.0,1095.0
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Roman Numeral at the 6 and 9 o' clock,31.0,100.0,44850.0
Titanium,Rubber,Skeleton Transparent Exhibition See Through,Titanium,Roger Dubuis,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,47.0,50.0,221630.0
Stainless Steel,(Calfskin) Leather,Transparent,Stainless Steel,Oris,WOMENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,33.0,50.0,895.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tag Heuer,MENS,Quartz,Sport,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,200.0,1445.0
Stainless Steel,Stainless Steel and 18kt Yellow Gold,Solid,18kt Yellow Gold,Omega,UNISEX,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Yellow Gold-tone Dauphine-style,Index,36.0,30.0,2995.0
Diamond Set 18kt White Gold,Diamond Set 18kt White Gold,Solid,Diamond Set 18kt White Gold,Cartier,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,41.0,100.0,517500.0
Stainless Steel,Stainless Steel with 18kt Yellow Gold Links,Solid,18kt Yellow Gold,Tudor,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Yellow Gold,Diamond,41.0,100.0,4100.0
Composite Metal,Leather,Solid,Composite Metal,August Steiner,WOMENS,Quartz,Fashion,8.25,Scratch Resistant Mineral,Gold-tone,Index,36.0,30.0,34.52
Stainless Steel,(Alligator) Leather,Transparent,Tungsten Carbide,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,39.0,100.0,6450.0
Stainless Steel,Rubber,Solid,Stainless Steel,Tag Heuer,MENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Index,40.0,200.0,2400.0
Brass,Stainless Steel,Solid,Brass set with Crystals,Christian Van Sant,WOMENS,Quartz,Fashion,10.0,Scratch Resistant Mineral,Rose Gold-tone,Index,30.0,30.0,278.25
Stainless Steel,Rubber,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Dive,18.0,Scratch Resistant Mineral,Luminous,Dot,48.0,300.0,324.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,WOMENS,Quartz,Casual,9.0,Flame Fusion,Luminous Rose Gold-tone,Index,36.0,100.0,64.99
Stainless Steel,Alligator,Transparent See Through,Stainless Steel,Cartier,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Index,41.0,100.0,8700.0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Glashutte Original,MENS,Automatic,Luxury,12.7,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,50.0,9030.0
Stainless Steel,Leather,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Sport,11.45,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,37.0,100.0,670.0
Titanium,Rubber,Transparent,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,45.0,50.0,6320.0
Stainless Steel,Vegan Leather,Solid,Tungsten,Trematic,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral & Index,39.0,200.0,604.0
Stainless Steel,Silicone,Transparent See Through,Stainless Steel,Invicta,MENS,Automatic,Dive,17.6,Scratch Resistant Mineral,Silver-tone,Index,46.0,300.0,169.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,3.0,Scratch Resistant Mineral,Silver-tone,Roman Numeral,28.0,30.0,89.0
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,10.5,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral & Index,34.0,50.0,499.0
Titanium,Rubber,Transparent See Through,Titanium,Porsche Design,MENS,Automatic,Sport,15.6,Scratch Resistant Sapphire,Luminous Black,Index-Arabic Numeral,45.0,100.0,2999.99
Stainless Steel,Stainless Steel,Solid,Crystal Set,Invicta,WOMENS,Quartz,Dress,12.0,Scratch Resistant Mineral,Black,Roman Numeral,34.0,100.0,64.99
Stainless Steel,Alligator Leather,Solid,Diamond Set,Gucci,WOMENS,Quartz,Dress,7.0,Scratch Resistant Sapphire,Silver-tone,Index,34.0,50.0,969.99
Base Metal,Silicone,Screw Down,Base Metal,Joshua And Sons,MENS,Quartz,Casual,13.0,Scratch Resistant Mineral,Rose Gold-tone,Index,52.0,30.0,52.99
18kt Rose Gold,Alligator Leather,Transparent,18kt Rose Gold,Vacheron Constantin,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-Tone,Index,39.0,30.0,38930.0
316L Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,MENS,Quartz,Sport,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,200.0,384.0
Stainless Steel,(Glossy Alligator) Leather,Transparent,Stainless Steel,Chopard,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Sword-shaped,Index,30.0,30.0,5260.0
Stainless Steel,Leather,Solid,Stainless Steel with a Green Ring,Rado,MENS,Automatic,Luxury,12.1,Scratch Resistant Sapphire,Luminous,Index,42.0,200.0,1670.0
Stainless Steel,Stainless Steel,Transparent,Ceramic,Gevril,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral & Index,42.0,50.0,1367.0
Stainless Steel,Stainless Steel Oyster,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,20950.0
18kt Rose Gold,Alligator Santoni Leather,Solid,Diamond Set,IWC,WOMENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Gold-tone Leaf-style shape,Index - Roman Numeral at 6 o'clock,37.0,30.0,20745.0
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,16.43,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,300.0,3450.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,Mathey-Tissot,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Diamond,32.0,50.0,177.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,12.5,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,40.0,100.0,1050.0
18kt White Gold,Alligator,Solid,18kt White Gold,Patek Philippe,MENS,Automatic,Luxury,10.53,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,40.0,94.38815128863104,585350.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral & Index,37.0,50.0,468.0
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,28.0,100.0,18020.0
Alloy,Leather,Solid,Alloy,Burgi,WOMENS,Quartz,Dress,8.0,Mineral with a Hardened Coating,Silver-tone,Swarovski Stone Dot,34.0,30.0,38.99
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Sapphire,Silver-tone,Diamond,37.0,50.0,485.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,12.0,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,36.0,50.0,485.0
Stainless Steel,Rubber,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Luxury,15.6,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,43.0,100.0,924.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,9.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,41.0,50.0,64.0
Titanium,Rubber,Transparent See Through,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,18395.0
Stainless Steel,Fabric,Solid,Stainless Steel,Oris,WOMENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Batons,38.0,100.0,1500.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tag Heuer,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,39.0,100.0,6100.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Blue Aluminium Ring,Omega,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,43.0,50.0,6950.0
18kt Rose Gold,18kt Rose Gold President,Solid,Diamond Set 18kt Rose Gold,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,36.0,100.0,86085.0
Stainless Steel,Stainless Steel,Solid,Ceramic,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Yellow Gold-tone,Index,43.0,200.0,1367.0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Jaeger LeCoultre,MENS,Automatic,Luxury,8.0,Scratch Resistant Sapphire,Silver-tone Dauphine-style,Index,39.0,50.0,6750.0
18kt white gold,Stainless Steel Diamond Oyster,Solid,18kt White Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver Tone,Diamond,26.0,100.0,25280.0
Stainless Steel,Leather,Semi Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,13.0,Scratch Resistant Mineral,Silver-tone Pencil-style,Index,40.0,100.0,134.38
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black And Green Aluminum Top Ring,Citizen,MENS,Eco-Drive,Dress,10.8,Scratch Resistant Mineral,Silver-tone,Index,44.0,100.0,144.0
