case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment,dbscan_cluster
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tudor,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Blue Leaf-style,Alternating Index and Arabic Numeral,41.0,100.0,1,-1
Stainless Steel,Genuine Leather,Transparent,Stainless Steel,Heritor,MENS,Automatic,Casual,12.0,Scratch Resistant Mineral,Silver-tone,Index,46.0,50.0,0,-1
Platinum,Platinum Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver tone,Diamond,26.0,100.0,3,4
Stainless Steel,Stainless Steel,Transparent,Stainless Steel set with Diamonds,Zenith,WOMENS,Automatic,Luxury,8.65,Scratch Resistant Sapphire,Silver-toned Dauphine-style,Index,33.0,30.0,1,-1
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,7.0,Scratch Resistant Mineral,Silver-tone,Arabic Numeral,38.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Orient,MENS,Automatic,Dress,13.1,Scratch Resistant Sapphire,Blue,Index,41.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,43.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Victorinox,WOMENS,Quartz,Military,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,100.0,0,-1
Stainless Steel,Cavnas with Orange Stitching,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,12.5,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,1,-1
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Piaget,MENS,Automatic,Luxury,11.2,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,2,-1
Stainless Steel,Leather,Transparent,Stainless Steel with an inlaid Black Ring,Graham,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,44.0,100.0,1,-1
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Dive,20.0,Scratch Resistant Mineral,Black,Arabic Numeral,52.0,300.0,0,-1
Stainless Steel,18kt Yellow Gold And Stainless Steel Jubilee,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamond,26.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an Inlaid White Ring,Citizen,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Silver-tone,Index,44.0,100.0,0,-1
18kt White Gold,18kt White Gold Rolex President,Solid,18kt White Gold,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,100.0,3,9
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tag Heuer,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,1,7
Stainless Steel,Leather,Solid,Stainless Steel showing Tachymeter Markings,Certina,MENS,Quartz,Casual,12.0,Scratch Resistant Sapphire,Luminous,Index,38.299275680421424,100.0,0,-1
18kt Yellow Gold,18kt Yellow Gold President,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,31.0,100.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,WOMENS,Quartz,Casual,7.8,Flame Fusion,Brown,Index-Arabic Numeral,32.0,50.0,0,-1
Stainless Steel,Fabric,Transparent,Stainless Steel,Blancpain,WOMENS,Automatic,Dive,10.77,Scratch Resistant Sapphire,Silver-tone,Index,38.0,300.0,1,-1
Stainless Steel,Rubber,Solid,Diamond Set Stainless Steel,Patek Philippe,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,38.0,120.0,3,-1
18kt Rose Gold,Alligator/Crocodile Leather,Transparent,18kt Rose Gold,Breguet,MENS,Automatic,Luxury,12.1,Scratch Resistant Sapphire,Blue,Roman Numeral,40.0,30.0,3,-1
Stainless Steel,Leather,Solid,Stainless Steel,Gevril,WOMENS,Quartz,Luxury,7.5,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,50.0,0,-1
Platinum,Platinum Rolex President,Solid,Platinum,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver tone,Index,36.0,100.0,3,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Metllic Blue Ring,Stuhrling Original,MENS,Automatic,Dive,13.5,Scratch Resistant Krysterna,"Silver-tone Mercedes-logo, sword, and Breguet-style",Dot,42.0,200.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,11.3,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,0,-1
Stainless Steel,Rubber,Solid,Stainless Steel,Breitling,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,300.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Cartier,MENS,Automatic,Luxury,9.38,Scratch Resistant Sapphire,Luminous Silver-tone,Roman Numeral,39.0,30.0,1,-1
18kt Rose Gold,Leather,Transparent,18kt Rose Gold,Zenith,MENS,Automatic,Luxury,12.45,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,30.0,2,-1
Stainless Steel,(Alligator) Leather,Solid,18kt Yellow with Dark Green Aluminum showing Tachymeter Markings,Omega,UNISEX,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,38.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,WOMENS,Quartz,Casual,11.196182331158523,Flame Fusion,Silver-tone,Index,38.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,32.0,50.0,0,-1
Stainless Steel,Genuine Leather,Transparent,Stainless Steel,Mathey-Tissot,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Mineral,Black,Arabic Numeral,42.0,50.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Frederique Constant,MENS,Automatic,Casual,10.0,Scratch Resistant Sapphire,Luminous Silver-tone Dauphine-style shape,Index,38.299275680421424,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,MENS,Quartz,Casual,8.5,Scratch Resistant Sapphire,Silver-tone,Index,38.0,100.0,0,-1
Stainless Steel,Stainless Steel with 18kt Rose Gold,Transparent,18kt Rose Gold,Longines,MENS,Automatic,Luxury,8.5,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,1,-1
18kt White Gold,(Alligator) Leather,Transparent Sapphire,18kt White Gold,Piaget,MENS,Automatic,Luxury,6.36,Scratch Resistant Sapphire,Black,Index,40.0,30.0,2,-1
Stainless Steel,Leather,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Dress,8.1,Scratch Resistant Sapphire,Rose Gold-tone,Index,33.0,50.0,0,-1
18kt Rose Gold,Leather,Solid,18kt Rose Gold,Chopard,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,26.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue and Red (Pepsi) Ring,Mathey-Tissot,MENS,Quartz,Casual,10.0,Scratch Resistant Mineral,Luminous Silver-tone,Dot,40.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tag Heuer,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,30.0,200.0,1,-1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Cartier,MENS,Automatic,Dress,10.0,Scratch Resistant Sapphire,Luminous Silver-tone,Roman Numeral and Index,42.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,5.0,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral,32.0,50.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Casual,9.75,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style,Dot,33.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Michele,WOMENS,Quartz,Luxury,8.5,Scratch Resistant Sapphire,Luminous Silver-tone,Roman Numeral,31.0,50.0,1,-1
Stainless Steel,Stainless Steel,Solid,Ceramic,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,42.0,200.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Bulova,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,40.0,100.0,0,-1
Stainless Steel,(Calfskin) Leather,Solid,Stainless Steel with an inlaid White Ceramic Ring,Breitling,WOMENS,Automatic,Casual,9.2,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.0,100.0,1,-1
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Silver-tone,Index,41.0,50.0,0,-1
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Rose Gold-tone,Index,33.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Emporio Armani,WOMENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Rose Gold-tone,Crystal,32.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Ring showing Tachymeter Markings,Invicta,MENS,Quartz,Casual,12.0,Flame Fusion,Luminous Silver-tone,Index,45.0,100.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Black Ring,Stuhrling Original,MENS,Automatic,Dive,16.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,44.0,200.0,0,-1
Stainless Steel,Leather,Transparent See Through,Stainless Steel,Hamilton,MENS,Automatic,Sport,12.1,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,42.0,100.0,0,-1
Stainless Steel,Sail Canvas,Transparent,Ceramic,Blancpain,MENS,Automatic,Dive,13.1,Scratch Resistant Sapphire,Silver-tone,Index,43.0,300.0,2,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Seiko,MENS,Automatic,Casual,11.0,Scratch Resistant Hardlex,Luminous Black,Arabic Numeral,38.0,30.0,0,-1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Zenith,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,100.0,1,7
Stainless Steel,Stainless Steel,Solid,Ceramic,Edox,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,300.0,1,-1
Titanium,Leather and Synthetic,Solid,Ceramic,Tissot,MENS,Quartz,Sport,15.3,Scratch Resistant Sapphire,Black,Index,47.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,MENS,Quartz,Dive,15.15,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,300.0,0,-1
Stainless Steel,Nylon,Solid,Stainless Steel,Daniel Wellington,UNISEX,Quartz,Casual,6.0,Scratch Resistant Mineral,Rose Gold-tone,Index,40.0,30.0,0,-1
Bronze,(Calfskin) Leather,Transparent,Bronze with a Blue Anodised Alumium Ring,Bell And Ross,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Bronze,Index,41.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tag Heuer,MENS,Quartz,Dive,15.0,Scratch Resistant Sapphire,Silver-tone Skeleton,Index,43.0,300.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Aluminum Ring,Invicta,MENS,Quartz,Casual,13.7,Scratch Resistant Mineral,Luminous Gold-tone,Index,48.0,100.0,0,-1
Stainless Steel,Rubber,Solid,Stainless Steel,Romain Jerome,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,46.0,30.0,1,-1
Stainless Steel,Silicone and Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,21.0,Scratch Resistant Mineral,Silver-tone,Index,53.0,200.0,0,-1
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,MENS,Quartz,Sport,11.0,Scratch Resistant Mineral,Silver-tone,Index,44.0,50.0,0,-1
Stainless Steel,Crocodile Leather,Solid,Stainless Steel,Audemars Piguet,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Skeletal,Roman Numeral,45.0,20.0,2,-1
Alloy,Stainless Steel,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,12.75,Scratch Resistant Mineral,Luminous Black Dauphine-style,Roman Numeral,48.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Michael Kors,MENS,Quartz,Casual,10.0,Scratch Resistant Sapphire,Red,Index,44.0,50.0,0,-1
Polished Stainless Steel,Leather,Solid,Stainless Steel,Sevenfriday,MENS,Automatic,Dress,11.196182331158523,Specially Hardened Domed Mineral,Silver-tone,Arabic Numeral,49.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue Ion-plated Rim,Invicta,MENS,Quartz,Casual,14.5,Flame Fusion,Luminous Silver-tone,Index,50.0,100.0,0,-1
18kt Rose Gold,Rubber,Solid,18kt Rose Gold,Franck Muller,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,44.0,30.0,1,-1
Composite Metal,Leather,Solid,Composite Metal,Akribos Xxiv,WOMENS,Quartz,Fashion,7.5,Scratch Resistant Mineral,Black,Arabic Numeral,28.0,30.0,0,-1
Composite Metal,Stainless Steel,Solid,Composite Metal,Akribos Xxiv,WOMENS,Quartz,Casual,8.5,Scratch Resistant Hardlex,Silver-tone Stick-shaped,Index,36.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Hamilton,MENS,Hand Wind,Casual,14.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,100.0,1,-1
18kt White Gold,Alligator Leather,Skeleton,18 kt White Gold,Audemars Piguet,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous,Arabic Numeral,40.0,20.0,4,-1
Alloy,Stainless Steel set with Crystals,Solid,Alloy set with Crystals,Stuhrling Original,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Silver-tone,Bead,33.0,30.0,0,-1
Stainless Steel,Silicone,Solid,Stainless Steel,Technomarine,UNISEX,Quartz,Sport,11.196182331158523,Mineral,Silver-tone,Index,40.0,200.0,0,-1
Titanium,Leather,Skeleton,Titanium,Panerai,MENS,Automatic,Dive,18.0,Scratch Resistant Sapphire,Luminous,Dot,47.0,300.0,1,-1
Stainless Steel,Stainless Steel,Solid,Diamond Set,Gevril,WOMENS,Quartz,Luxury,7.5,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,36.0,50.0,1,-1
Carbon,Rubber,Transparent,Carbon,Zenith,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Lumninous Grey,Index,41.0,100.0,1,-1
18kt White Gold,Leather,Solid,Diamond Set 18kt White Gold,Harry Winston,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,19.0,94.38815128863104,1,-1
Stainless Steel,Rubber,Transparent,Stainless Steel,Ulysse Nardin,MENS,Automatic,Luxury,15.2,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,43.0,100.0,2,-1
Alloy,Leather,Transparent,Alloy,Stuhrling Original,WOMENS,Automatic,Dress,13.0,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral,38.0,50.0,0,-1
Alloy,Stainless Steel,Solid,Alloy,Akribos Xxiv,MENS,Quartz,Dress,11.0,Sapphire-Coated Mineral,Luminous Gold-tone,Index,42.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Nautis,MENS,Quartz,Casual,16.0,Scratch Resistant Mineral,Silver-tone,Index,45.0,50.0,0,-1
Stainless Steel,Nato,Solid,Stainless Steel,Hamilton,UNISEX,Quartz,Sport,12.95,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Cartier,MENS,Automatic,Casual,9.5,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,29.0,30.0,1,-1
Stainless Steel and 18kt Rose Gold,Stainless Steel and 18kt Rose Gold,Solid,18kt Rose Gold set with Diamonds,Breitling,WOMENS,Automatic,Dress,10.0,Scratch Resistant Sapphire,Rose Gold,Diamond-Index,36.0,100.0,1,-1
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Porsamo Bleu,WOMENS,Automatic,Luxury,12.0,Scratch Resistant Mineral,Yellow Gold-tone,Index,36.0,50.0,0,-1
Plastic,Silicone (Black Arrow),Solid,Plastic,Swatch,WOMENS,Quartz,Casual,8.75,Plexiglass,Black,Index,34.0,30.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Citizen,MENS,Automatic,Casual,12.5,Scratch Resistant Mineral,Black,Index,42.0,100.0,0,-1
Stainless Steel,Satin (Leather Lined),Screw Down,Stainless Steel set with Crystals,Burgi,WOMENS,Quartz,Dress,9.0,Shatter Resistant Krysterna,Silver-tone,Roman Numeral,39.0,50.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Nomos,MENS,Automatic,Luxury,7.1,Scratch Resistant Sapphire,Rhodium-plated,Index-Arabic Numeral,38.0,50.0,1,-1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel with a Blue Ceramic Top Ring,Breitling,MENS,Automatic,Luxury,14.55,Scratch Resistant Sapphire,Luminous Silver-tone,Index,44.0,200.0,1,-1
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Oyster,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond / Roman Numeral,41.0,100.0,2,12
18kt Rose Gold,Alligator/Crocodile Leather,Transparent,18kt Rose Gold,Omega,MENS,Automatic,Luxury,11.196182331158523,Anti-Reflective Scratch Resistant Sapphire,Rose Gold,Roman Numeral,41.0,100.0,2,-1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,40.0,100.0,1,-1
18kt Rose Gold,Alligator Leather,Solid,18kt Rose Gold,Piaget,MENS,Automatic,Luxury,4.3,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,94.38815128863104,2,-1
Stainless Steel,Leather,Skeleton Transparent Exhibition See Through,Stainless Steel,Carl F. Bucherer,MENS,Automatic,Luxury,16.0,Scratch Resistant Mineral,Silver-tone,Index,46.0,50.0,1,-1
Stainless Steel,Rubber,Solid,Stainless Steel,Breitling,MENS,Automatic,Luxury,16.5,Scratch Resistant Sapphire,Luminous,Index,38.299275680421424,300.0,1,-1
18kt White Gold,18kt White Gold Rolex Pearlmaster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,34.0,100.0,3,-1
Stainless Steel,Stainless Steel and 18kt Everose Gold Oyster,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamond,31.0,100.0,2,6
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,31.0,100.0,1,-1
Stainless Steel,Crocodile Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Dress,9.5,Scratch Resistant Sapphire,Silver-tone Leaf-style shape,Index,40.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,13.0,Flame Fusion,Luminous Gold-tone,Arabic Numeral,44.0,100.0,0,-1
Composite Metal,Leather,Solid,Composite Metal set with Crystals,August Steiner,WOMENS,Quartz,Fashion,7.0,Scratch Resistant Mineral,Rose Gold-tone Stick-style,Index,35.0,30.0,0,-1
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Oris,MENS,Automatic,Sport,15.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,44.0,100.0,1,-1
Stainless Steel,Rubber,Transparent,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Rhodium-plated,Index,41.0,150.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Stuhrling Original,MENS,Quartz,Sport,12.25,Scratch Resistant Mineral,Black,Index,44.0,50.0,0,-1
18 ct Everose Gold,18 ct Everose Gold Rolex Oyster,Solid,18 ct Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamonds,31.0,100.0,3,2
Stainless Steel,Calfskin Leather,Solid,Stainless Steel,Gevril,WOMENS,Quartz,Dress,9.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,22.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Hand Wind,Luxury,14.0,Acrylic,Silver-tone,Index,41.0,94.38815128863104,1,-1
Composite,Leather,Solid,Stainless Steel set with Crystals,August Steiner,WOMENS,Quartz,Casual,7.5,Scratch Resistant Mineral,Rose Gold-tone,Index,36.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,8.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,50.0,0,-1
Frosted 18kt White Gold,Frosted 18kt White Gold,Transparent See Through,Frosted 18kt White Gold,Audemars Piguet,MENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Silver-tone,Index,41.0,20.0,4,-1
Composite Metal,Leather,Solid,Composite Metal,Joshua And Sons,MENS,Quartz,Fashion,11.0,Scratch Resistant Mineral,Luminous Black,Index,42.0,30.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Yellow Gold-tone,Index,44.0,50.0,0,-1
18kt Rose Gold,Diamond Set 18kt Rose Gold,Transparent See Through,Diamond Set 18kt Rose Gold,Patek Philippe,WOMENS,Automatic,Luxury,10.05,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,36.0,30.0,4,-1
Platinum,Alligator Leather,Skeleton,Platinum,Audemars Piguet,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,46.0,94.38815128863104,4,-1
Stainless Steel,Stainless Steel and 18kt Yellow Gold Rolex Jubilee,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,28.0,100.0,2,13
Stainless Steel,Leather,Transparent,Stainless Steel,Glashutte Original,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Index,40.0,50.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Blue,Arabic & Index,42.0,50.0,0,-1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Longines,WOMENS,Automatic,Luxury,8.0,Scratch Resistant Sapphire,Black,Diamond,25.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,14.0,Scratch Resistant Mineral,Luminous Silver-tone,Arabic Numeral,48.0,100.0,0,-1
