Price,CASE_MATERIAL,CASE_SHAPE,CASE_BACK,BAND_MATERIAL,BAND_TYPE,BAND_COLOR,CLASP,DIAL_COLOR,TYPE,CRYSTAL,HANDS,DIAL_MARKERS,SECOND_MARKERS,BEZEL,BEZEL_COLOR,BEZEL_MATERIAL,BRAND,COLLECTION_NAME,GENDER,MODEL,MOVEMENT,ENGINE,CALENDAR,FUNCTIONS,WATCH_FEATURES,WATCH_STYLE,CASE_DIAMETER,WATER_RESISTANCE,CASE_THICKNESS
4830.0,Stainless Steel,Round,Solid,Stainless Steel and Yellow Gold,Bracelet,,Folding,Black,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,,Yellow Gold,Tudor,Black Bay,Mens,M79683-0001,Automatic,Tudor Calibre MT5601,,"Hour, Minute, Second, Chronometer","Analog, Chronometer, Gold, Stainless Steel",Luxury,41.0,100.0,
7070.0,Stainless Steel,Round,Solid,Rubber,Strap,Black,Tang,Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index,Tachymeter,Uni-directional Rotating,,18kt Rose Gold,Breitling,Chronomat 44,Mens,CB011012/A697.131S.A20S.1,Automatic,Breitling Calibre 01,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Rubber, Stainless Steel, Chronograph",Dive,44.0,500.0,
7295.0,Stainless Steel,Round,,Leather,Strap,Green,Buckle,Green,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,Minute Markers around the outer rim,Fixed,Rose Gold-tone,18kt Rose Gold,Chopard,Happy Sport,Womens,278573-6032,Automatic,,,"Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Diamond",Luxury,30.0,30.0,
4315.0,Stainless Steel,Round,Solid,18kt Yellow Gold and Stainless Steel,Bracelet,,Deployment,Mother of Pearl,Analog,Scratch Resistant Sapphire,Yellow Gold,Index,"Roman Numerals mark the 6, 9 and 12 o'clock position",Uni-directional Rotating,,Stainless Steel,Breitling,Cockpit Lady,Womens,B7135612/A662.367D,Quartz,Breitling Calibre 71,Date display at the 3 o'clock position,"Date, Hour, Minute, Second, Chronometer","Analog, Chronometer, Gold, Stainless Steel",Luxury,31.0,100.0,
7475.0,Stainless Steel and 18kt Yellow Gold,Round,Solid,Crocodile Leather,Strap,Black,Deployment,Mother of Pearl,Analog,Scratch Resistant Sapphire,Gold-tone,Diamond-Roman Numeral,Minute Markers around the outer rim,Uni-directional Rotating,Silver-tone,Diamond Set,Breitling,,Unisex,B4935053/A594.724P.A18BA.1,Automatic,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Diamond",Luxury,41.0,300.0,
2955.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Deployment,Mother of Pearl,Analog,Scratch Resistant Sapphire,Luminous Silver-tone,Index,Arabic Numerals mark the 6 and 12 o'clock positions. Minute Markers. 1/100th Markers around the outer rim,Uni-directional Rotating,Silver-tone,Stainless Steel,Breitling,Colt Lady,Womens,A7738811/A770.175A,Quartz,Breitling Calibre 77,Date display at the 3 o'clock position,"Date, Hour, Minute, Second, Chronometer","Analog, Chronometer, Stainless Steel",Luxury,33.0,200.0,9.1
2090.0,Stainless Steel,Rectangle,,Stainless Steel,Bracelet,Yellow Gold-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,Minute Markers around the outer rim,Fixed,Yellow Gold-tone,Diamond Set Stainless Steel,Michele,Deco Chronograph,Womens,MWW06A000791,Quartz,,Date display at the 6 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Chronograph, Diamond",Casual,33.0,,
6150.0,Stainless Steel,Round,,Leather,Strap,Brown,Tang,Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,Tachymeter,,,,Breitling,Chronomat 44,Mens,IB011012/A693.433X.A20BA.1,Automatic,,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Chronograph",Dive,44.0,500.0,
585350.0,18kt White Gold,Round,Solid,Alligator,Strap,Brown,Deployment,Silver-tone,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Fixed,,18kt White Gold,Patek Philippe,Grand Complications,Mens,5178G-001,Automatic,Patek Philippe Calibre R 27 PS,,"Hour, Minute, Small Second, Minute Repeater","Alligator Leather, Analog, Repeater, Gold",Luxury,40.0,,10.53
8225.0,Stainless Steel,Round,,Crocodile Leather,Strap,Brown,Tang,Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,Tachymeters,,,Yellow Gold,Breitling,Chronomat Evolution,Mens,C1335653/A647.737P.A20BA.1,Automatic,,Date display at the 3 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Chronograph, Diamond",Luxury,43.0,300.0,
5695.0,Stainless Steel,Round,Transparent See Through,Leather,Strap,Black,Tang,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Breitling,Transocean Chronograph,Mens,AB015212/BA99.743P.A20BA.1,Automatic,Breitling Calibre 01,,"Chronograph, Date, Hour, Minute, Second, Chronometer","Analog, Chronometer, Leather, Stainless Steel, Chronograph",,43.0,100.0,13.35
7475.0,Stainless Steel and 18kt Yellow Gold,Round,,Crocodile Leather,Strap,Brown,Deployment,White Mother of Pearl,Analog,Scratch Resistant Sapphire,Gold-tone,Diamond-Roman Numeral,,Uni-directional Rotating,,,Breitling,,Unisex,B4935053/A594BRCD,Automatic,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Diamond",Luxury,41.0,300.0,
6895.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers. Slide Rule Markers around the outer rim,Bi-directional Rotating Slide Rule,Silver-tone,Stainless Steel,Breitling,Navitimer 01,Mens,AB012012/BB01.222A,Automatic,Breitling Calibre 01,Date display between 4 and 5 o'clock position,"Chronograph, Chronometer, Date, Hour, Minute, Second, Tachymeter","Analog, Chronometer, Stainless Steel, Chronograph",Luxury,43.0,30.0,17.1
2495.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Deployment,Stratus Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Arabic Numerals mark the 6 and 12 o'clock positions. Minute Markers. 1/100th Markings around the outer rim,Uni-directional Rotating,Silver-tone,Stainless Steel,Breitling,Colt,Womens,A7738811/G793.175A,Quartz,Breitling Calibre 77,Date display at the 3 o'clock position,"Date, Hour, Minute, Second, Chronometer","Analog, Chronometer, Stainless Steel",Luxury,33.0,200.0,9.1
5920.0,Stainless Steel,Round,,Leather,Strap,Brown,Fold Over with Safety Release,White,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,,Fixed,,,Breitling,Transocean Chronograph,Mens,AB141112/G799.740P.A20D.1,Automatic,,Date display at the 6 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Leather, Stainless Steel, Chronograph",Luxury,,,
5350.0,Stainless Steel,Round,,Leather,Strap,Blue,Tang,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Index,,Fixed,,Stainless Steel,Breitling,Transocean Day Date,Mens,A453109T/C921.731P.A20BA.1,Automatic,Breitling Calibre 45,Date display at the o'clock position,"Date, Day, Hour, Minute, Second","Analog, Leather, Stainless Steel",Luxury,43.0,100.0,
54625.0,18kt White Gold,Round,Solid,18kt White Gold Oyster,Bracelet,,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,Minute Markers around the outer rim,Fixed Tachymeter Scale,,18kt White Gold,Rolex,Daytona,Mens,116509-0055,Automatic,Rolex Calibre 4130,,"Chronograph, Hour, Minute, Small Second, Chronometer","Analog, Chronometer, Gold, Chronograph, Diamond",Luxury,40.0,100.0,
5030.0,Stainless Steel,Cushion,Solid,Leather,Strap,Brown,Tang,White,Analog,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Panerai,Luminor Base Logo Acciaio,Mens,PAM00630,Hand Wind,Panerai Calibre OP I,,"Hour, Minute","Stainless Steel, Analog, Leather",Luxury,44.0,100.0,15.6
3540.0,Bronze,Round,Solid,Leather,Strap,Red,Buckle,Red,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Bi-directional Rotating,Black,Ceramic,Tag Heuer,Autavia,Mens,WBE5192.FC8300,Automatic,,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Ceramic, Leather",Luxury,42.0,100.0,
179.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Mineral,Luminous Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Citizen,Corso,Mens,BM7330-59L,Eco-Drive,Citizen Caliber Eco-Drive E111,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Casual,40.0,100.0,11.0
8225.0,Stainless Steel and Rose Gold,Round,,Stainless Steel and Rose Gold,Bracelet,,Folding,Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,Minute Markers around the outer rim,Uni-directional Rotating,Rose Gold,,Breitling,Chronomat,Mens,CB011012/A693.375C,Automatic,,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Chronograph",Luxury,44.0,500.0,16.95
1649.0,Bronze,Round,Solid,Textile,Strap,Blue,Buckle,Blue,Analog,Scratch Resistant Sapphire,Bronze,Index,Minute Markers around the outer rim,Uni-directional Rotating,,Bronze,Oris,Divers Sixty-Five,Unisex,01 733 7771 3155-07 3 19 02BRS,Automatic,Oris Calibre 733,Date display at the 6 o'clock position,"Date, Hour, Minute, Second",Analog,Casual,38.0,100.0,
5695.0,Stainless Steel and Rose Gold,Round,,Leather,Strap,Burgundy,,Silver,Analog,Scratch Resistant Sapphire,Rose Gold,Index,Minute Markers around the outer rim,Uni-directional Rotating,Rose Gold,,Breitling,Galactic,Mens,C49350L2/G701.720P.A18BA.1,Automatic,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel",Luxury,41.0,300.0,
1155.0,Stainless Steel,Round,Solid,Leather,Strap,Black,Buckle,Blue,Analog,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,U-Boat,Darkmoon Pantera,Mens,9180,Quartz,Ronda Caliber 712.3,,"Hour, Minute","Analog, Leather, Stainless Steel",Casual,44.0,50.0,
4995.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Chopard,Happy Sport,Womens,278590-3010,Quartz,,,"Hour, Minute, Second","Analog, Stainless Steel, Diamond",Luxury,30.0,30.0,
699.99,Stainless Steel,Round,,Stainless Steel,Bracelet,Yellow Gold-tone,Fold Over with Safety Release,Black,Analog,,Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,Black,Ceramic,Movado,Bold Fusion,Mens,3600858,Quartz,,Date display at the 4 o'clock position,"Date, Day, Hour, Minute, Second","Analog, Ceramic, Gold, Stainless Steel",Casual,44.0,,
58.5,Plastic,Round,Transparent,Silicone,Strap,Transparent Red,Buckle,Transparent,Analog,Plexiglass,"Red, Blue, Yellow",,Minute Markers around the outer rim,Fixed,Transparent,Plastic,Swatch,Monthly Drops,Unisex,GE292,Quartz,,,"Hour, Minute, Second","Month, Analog, Plastic",Casual,34.0,30.0,8.75
63.89,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over,Yellow and Silver and White and Black,Analog,Flame Fusion,Silver-tone,Index,Minute Markers around the outer rim,,Yellow and White and Silver,Stainless Steel,Invicta,MLB,Mens,43475,Quartz,Hattori Caliber PC32,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Casual,47.0,100.0,
47.06,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over,Red and Silver and White and Blue,Analog,Flame Fusion,Silver-tone,Index,Minute Markers around the outer rim,Uni-directional Rotating,Red,Stainless Steel,Invicta,NHL,Womens,42229,Quartz,Hattori Caliber PC21,,"Hour, Minute, Second","Analog, Stainless Steel",Casual,38.0,100.0,
2150.0,Stainless Steel,Round,,Stainless Steel,Bracelet,Yellow Gold-tone,Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral,Minute Markers around the outer rim,Fixed,Yellow Gold-tone,Stainless Steel,Michele,Serein,Womens,MWW21B000161,Quartz,,,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,36.0,,
169.99,Stainless Steel,Round,Solid,Leather,Strap,Black,Buckle,Black,Analog,Scratch Resistant Mineral,Black,Index,Tachymeter Scale around the outer rim,Fixed,Black,Stainless Steel,Strumento Marino,Lincoln Leather,Mens,SM115L/SS/NR/NRB,Quartz,,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second, Tachymeter Scale","Analog, Leather, Stainless Steel, Chronograph",Sport,45.0,100.0,
59.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Black and Silver-tone),Fold Over,Green,Analog,Flame Fusion,Silver-tone,Index,Minute Markers around the outer rim,Uni-directional Rotating,Dark Green and White and Black,Stainless Steel,Invicta,NHL,Womens,42222,Quartz,Hattori Caliber PC21,,"Hour, Minute, Second","Analog, Stainless Steel",Casual,38.0,100.0,
71.56,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Deployment with Push Button Release,Blue,Analog,Scratch Resistant Mineral,Silver-tone,Index,,Fixed,Silver-tone,Stainless Steel,Daniel Wellington,,Womens,DW00100541,Quartz,,,"Hour, Minute","Stainless Steel, Analog",Casual,32.0,30.0,8.5
8610.0,Stainless Steel,Round,,Alligator Leather,Strap,Black,,White,Analog,Scratch Resistant Sapphire,Silver-toned Leaf-style shape,Roman Numeral,,Fixed,Silver-tone,Stainless Steel,Blancpain,Grande Date,Mens,6669-1127-55B,Automatic,Blancpain Calibre 6950,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Alligator Leather, Analog, Leather, Stainless Steel",Luxury,40.0,30.0,10.88
144.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Yellow,Analog,Scratch Resistant Mineral,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Mathey-Tissot,Mathy I Jumbo Chrono,Mens,H455CHJ,Quartz,Ronda Caliber 5030.D,Date display at the 4 o'clock position,"Chronograph, Date, Hour, Minute, Small Second","Analog, Stainless Steel, Chronograph",Casual,44.0,50.0,
226.99,Stainless Steel,Round,Solid,Silicone and Stainless Steel,Strap,Navy Blue and Grey and Silver-tone,Buckle,Navy Blue,Analog,Scratch Resistant Mineral,Silver-tone,Index,Minute Markers around the outer rim,Uni-directional Rotating,Grey and Silver-tone,Stainless Steel,Invicta,NFL,Mens,41431,Quartz,Ronda Caliber Z60,Date display at the 4 o'clock position,"Chronograph, Date, Day, Hour, Minute, Small Second","Analog, Stainless Steel, Chronograph",Casual,53.0,200.0,21.0
2735.0,Stainless Steel,Dodecagon,Solid,Stainless Steel,Bracelet,Silver-tone,Deployment with Push Button Release,Pink,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,Minute Markers around the outer rim,,Black,Ceramic,Tag Heuer,Aquaracer,Womens,WBP231J.BA0618,Automatic,Tag Heuer Calibre 5,Date display at the 6 o'clock position,"Date, Day, Hour, Minute, Second","Analog, Ceramic, Stainless Steel, Diamond",Luxury,36.0,300.0,
509.0,Stainless Steel,Round,Transparent,Stainless Steel,Bracelet,Two-tone,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Manager,Revolution,Mens,MAN-RM-06-BM,Hand Wind,,,"Hour, Minute, Second","Analog, Stainless Steel",Luxury,44.0,50.0,11.0
9425.0,Stainless Steel,Cushion,Solid,Canvas,Strap,Blue,,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Index,,Bi-directional Rotating,Blue,Ceramic,Panerai,Submersible,Mens,PAM01289,Automatic,Panerai Calibre P.900,Date display at the 3 o'clock position,"Date, Hour, Minute, Small Second","Analog, Ceramic, Stainless Steel",Luxury,44.0,300.0,
6075.0,Stainless Steel,Rectangle,Solid,Stainless Steel,Bracelet,Silver-tone,Folding,Silver,Analog,Scratch Resistant Sapphire,Blue Baton,Arabic Numeral,Minute Markers around an inner ring,Fixed,Silver-tone,Stainless Steel,Jaeger LeCoultre,Reverso Classic,Womens,Q2518140,Quartz,Jaeger LeCoultre Calibre JLC 657,,"Hour, Minute","Analog, Stainless Steel",Casual,24.0,30.0,
109.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,,White,Analog,Scratch Resistant Mineral,Silver-tone,Index,,Fixed,Silver-tone,Zirconia Set Stainless Steel,Mathey-Tissot,Tacy,Womens,D949AQI,Quartz,Ronda Caliber 762,,"Hour, Minute","Analog, Stainless Steel",Casual,32.0,50.0,
234.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,White,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel set with Crystals,Seiko,Caprice,Womens,SKK727P1,Quartz,Seiko Caliber 7N32,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Casual,33.0,100.0,7.2
6975.0,Polished and Satin-Finished Ceramic,Round,Transparent See Through,Lined Rubber,Strap,Blue,Deployant,Satin-finished Blue Sunray,Analog,Scratch Resistant Sapphire,Silver-tone,Index,,Fixed,Polished Black,Ceramic with 6 H-shaped Titanium Screws,Hublot,Classic Fusion,Mens,565.CM.7170.RX,Automatic,Hublot Calibre HUB1110,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Ceramic, Rubber, Titanium",Luxury,38.0,50.0,
149.99,Stainless Steel,Round,,Stainless Steel,Bracelet,Silver-tone,Fold Over,Khaki,Analog,Scratch Resistant Mineral,Silver-tone,Index,,Uni-directional Rotating,Black,Stainless Steel,Invicta,NFL,Mens,42118,Automatic,SII Caliber NH35A,,"Hour, Minute, Second","Analog, Stainless Steel",Dive,47.0,300.0,16.0
99.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-tone),Fold Over with Safety Release,White,Analog,Scratch Resistant Mineral,Yellow Gold-tone,Index,,Fixed,Silver-tone,Stainless Steel,Mathey-Tissot,Tacy,Womens,D949BYI,Quartz,Ronda Caliber 762,,"Hour, Minute","Analog, Gold, Stainless Steel",Casual,32.0,50.0,
1625.0,Stainless steel set with diamonds,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Green,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,,Fixed,Silver-tone,Stainless steel set with diamonds,Raymond Weil,Noemia,Womens,5132 -S1S-52181,Quartz,,,"Hour, Minute","Analog, Stainless Steel, Diamond",Dress,32.0,50.0,7.58
6995.0,Stainless Steel,Tonneau,,Alligator,Strap,Black,,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Franck Muller,Vanguard Racing,Mens,V45SCDTRCGACVR(NRNRBLC),Automatic,,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Alligator Leather, Analog, Stainless Steel",Luxury,45.0,,
1559.0,Stainless Steel,Round,Transparent See Through,Stainless Steel,Bracelet,Silver-tone,Deployment with Push Button Release,White,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,,Fixed,Silver-tone,Stainless Steel,Longines,Elegant,Womens,L4.312.4.11.6,Automatic,Longines Calibre L891,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Luxury,34.0,30.0,
69.99,Stainless Steel,Round,Solid,Leather,Strap,White,Buckle,White,Analog,Scratch Resistant Mineral,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Invicta,S1 Rally,Mens,24083,Quartz,Hattori Caliber VD54,,"Chronograph, Hour, Minute, Second","Analog, Leather, Stainless Steel, Chronograph",Sport,48.0,100.0,13.5
189.0,Stainless Steel,Round,Screw Down Solid,Leather,Strap,Black,Tang,Black,Analog,Flame Fusion,Luminous,Dot,Minute Markers around the outer rim,Uni-directional Rotating,Rose Gold-plated,Stainless Steel,Invicta,Venom,Mens,0360,Quartz,Ronda Caliber 5040.D,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Chronograph",Dress,54.0,1000.0,22.5
